sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage,source_run_id,source_run_sample_index
71,6293402:server/src/main/java/com/vaadin/data/provider/listdataprovider.java,6293402,6293402,ListDataProvider,server/src/main/java/com/vaadin/data/provider/ListDataProvider.java,server,maven:server,Maven,1.8,lower_complexity_half,66,458,9,7,2,11,1.2222222222222223,1,71,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\6293402\TestClasses_6293402_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '6293402' ---- Processing project: 6293402, module: server [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 6293402_server is a Maven project ---- STARTING evosuite test typ unbound prefix: line 2, column 0 ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making AP",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,30
71,6293402:server/src/main/java/com/vaadin/data/provider/listdataprovider.java,6293402,6293402,ListDataProvider,server/src/main/java/com/vaadin/data/provider/ListDataProvider.java,server,maven:server,Maven,1.8,lower_complexity_half,66,458,9,7,2,11,1.2222222222222223,1,71,pilot60,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\6293402\TestClasses_6293402_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '6293402' ---- Processing project: 6293402, module: server [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 6293402_server is a Maven project ---- STARTING evosuite test typ unbound prefix: line 2, column 0 ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making AP",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,30
73,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/cfg4jconfiguration.java,98410891,98410891,Cfg4jConfiguration,applications/demo/src/main/java/com/softavail/comms/demo/application/impl/Cfg4jConfiguration.java,applications/demo,maven:applications/demo,Maven,1.8,lower_complexity_half,73,493,11,10,2,12,1.0909090909090908,8,73,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/226_98410891_4b1af932/compiledrepos/98410891/applications/demo/src/test/java/com/softavail/comms/demo/application/impl/Cfg4jConfiguration_RBL4_4b1af932Test.java:[11,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/226_98410891_4b1af932/compiledrepos/98410891/applications/demo/src/test/java/com/softavail/comms/demo/application/impl/Cfg4jConfiguration_RBL4_4b1af932Test.java:[16,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/226_98410891_4b1af932/compiledrepos/98410891/applications/demo/src/test/java/com/softavail/comms/demo/application/impl/Cfg4jConfiguration_RBL4_4b1af932Test.java:[16,1] static import only from classes and interfaces",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,226
75,46450575:flo-workflow/src/main/java/com/spotify/flo/serialization.java,46450575,46450575,Serialization,flo-workflow/src/main/java/com/spotify/flo/Serialization.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,68,482,8,7,2,13,1.625,2,75,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Failed to execute goal org.codehaus.mojo:license-maven-plugin:1.9:check-file-header (check-file-header) on project flo-workflow: There are 1 file(s) with no header : - D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\076_46450575_0293e98e\compiledrepos\46450575\flo-workflow\src\test\java\com\spotify\flo\Serialization_RBL4_0293e98eTest.java - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,76
75,46450575:flo-workflow/src/main/java/com/spotify/flo/serialization.java,46450575,46450575,Serialization,flo-workflow/src/main/java/com/spotify/flo/Serialization.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,68,482,8,7,2,13,1.625,2,75,remaining240,evosuite,evosuite,-,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_evosuite.mavenfailed,"The following general errors were encountered during the Maven build: - Failed to execute goal org.codehaus.mojo:license-maven-plugin:1.9:check-file-header (check-file-header) on project flo-workflow: There are 1 file(s) with no header : - D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\076_46450575_0293e98e\compiledrepos\46450575\flo-workflow\src\test\java\com\spotify\flo\Serialization_RBL4_0293e98eTest.java - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,76
76,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/jetclientinstanceimpl.java,48046454,48046454,JetClientInstanceImpl,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/JetClientInstanceImpl.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,103,781,14,10,2,15,1.0714285714285714,3,76,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\48046454\TestClasses_48046454_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 48046454_hazelcast-jet-core is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// [RBL4] EvoSuite classpath skipped: non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\apache-artemis\2.11.0\apache-artemis-2.11.0.pom; non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\artemis-console\2.11.0\artemis-console-2.11.0.war; non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\activemq-branding\2.11.0\activemq-branding-2.11.0.war; non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\artemis-plugin\2.11.0\artemis-plugin-2.11.0.war Evosuite generation performed correctly for the JetClientInstanceImpl class --//loading maven execution..// Test classes: -Dtest=com.hazelcast.jet.impl.JetClientInstanceImpl_RBL4Test_5e8ad51c Package command completed for 48046454_hazelcast-jet-core The test smell detector ended successfully An occured while trying to retrieve data coverage of the project 48046454_hazelcast-jet-core ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-ze",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,20
76,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/jetclientinstanceimpl.java,48046454,48046454,JetClientInstanceImpl,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/JetClientInstanceImpl.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,103,781,14,10,2,15,1.0714285714285714,3,76,pilot60,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\48046454\TestClasses_48046454_evosuite.failed,"jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 48046454_hazelcast-jet-core is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// [RBL4] EvoSuite classpath skipped: non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\apache-artemis\2.11.0\apache-artemis-2.11.0.pom; non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\artemis-console\2.11.0\artemis-console-2.11.0.war; non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\activemq-branding\2.11.0\activemq-branding-2.11.0.war; non-jar classpath entry: C:\Users\admin\.m2\repository\org\apache\activemq\artemis-plugin\2.11.0\artemis-plugin-2.11.0.war Evosuite generation performed correctly for the JetClientInstanceImpl class --//loading maven execution..// Test classes: -Dtest=com.hazelcast.jet.impl.JetClientInstanceImpl_RBL4Test_5e8ad51c Package command completed for 48046454_hazelcast-jet-core The test smell detector ended successfully An occured while trying to retrieve data coverage of the project 48046454_hazelcast-jet-core ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-ze",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,20
77,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/formatter.java,46396068,46396068,Formatter,hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/Formatter.java,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,1.8,lower_complexity_half,76,639,10,5,2,15,1.5,4,77,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,The following general errors were encountered during the Maven build: - Failed to execute goal on project hbase-table-stat-0.98: Could not collect dependencies for project com.kakao.hbase:hbase-table-stat-0.98:jar:1.6.0 - Failed to read artifact descriptor for com.kakao.hbase:hbase-common-0.98:jar:1.6.0 - Caused by: The following artifacts could not be resolved: com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} (absent): Could not transfer artifact com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} from/to cloudera-releases (https://repository.cloudera.com/artifactory/cloudera-repos): ClientProtocolException - Failed to read artifact descriptor for com.kakao.hbase:hbase-common-0.98:jar:tests:1.6.0 - Caused by: The following artifacts could not be resolved: com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} (absent): com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} failed to transfer from https://repository.cloudera.com/artifactory/cloudera-repos during a previous attempt. This failure was cached in the local repository and resolution is not reattempted until the update interval of cloudera-releases has elapsed or updates are forced. Original error: Could not ,,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,65
77,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/formatter.java,46396068,46396068,Formatter,hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/Formatter.java,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,1.8,lower_complexity_half,76,639,10,5,2,15,1.5,4,77,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46396068' ---- Processing project: 46396068, module: hbase0.98/hbase-table-stat-0.98 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46396068_hbase0.98/hbase-table-stat-0.98 is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- START",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,65
78,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoutput.java,46450575,46450575,BigQueryOutput,contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/BigQueryOutput.java,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,1.8,lower_complexity_half,80,578,11,6,2,15,1.3636363636363635,5,78,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Failed to execute goal org.codehaus.mojo:license-maven-plugin:1.9:check-file-header (check-file-header) on project flo-bigquery: There are 1 file(s) with no header : - D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\077_46450575_ea016342\compiledrepos\46450575\contrib\flo-bigquery\src\test\java\com\spotify\flo\contrib\bigquery\BigQueryOutput_RBL4_ea016342Test.java - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,77
78,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoutput.java,46450575,46450575,BigQueryOutput,contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/BigQueryOutput.java,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,1.8,lower_complexity_half,80,578,11,6,2,15,1.3636363636363635,5,78,remaining240,evosuite,evosuite,-,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_evosuite.mavenfailed,"The following general errors were encountered during the Maven build: - Failed to execute goal org.codehaus.mojo:license-maven-plugin:1.9:check-file-header (check-file-header) on project flo-bigquery: There are 1 file(s) with no header : - D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\077_46450575_ea016342\compiledrepos\46450575\contrib\flo-bigquery\src\test\java\com\spotify\flo\contrib\bigquery\BigQueryOutput_RBL4_ea016342Test.java - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,77
