sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail,source_run_id,source_run_sample_index
259,41547678:turin-compiler/src/main/java/me/tomassetti/turin/parser/ast/turintypedefinition.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,TurinTypeDefinition,TurinTypeDefinition_RBL4_09c89a18Test,PASS,ok,115.795,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\031_41547678_09c89a18,sandbox readiness passed,20260724_022225_resume240,31
260,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/hardcodedcredentialscheck.java,39195736,39195736,jproperties-checks,maven:jproperties-checks,Maven,HardCodedCredentialsCheck,HardCodedCredentialsCheck_RBL4_931043c2Test,PASS,ok,40.995,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\023_39195736_931043c2,sandbox readiness passed,20260724_022225_resume240,23
261,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotteryticket.java,64487983,64487983,hexagonal,maven:hexagonal,Maven,LotteryTicket,LotteryTicket_RBL4Test_81d1374a,PASS,ok,2.263,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\035_64487983_LotteryTicket_81d1374a,sandbox readiness passed,pilot60_resume_20260724_083102,35
262,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/sparkdatasetcontext.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,SparkDataSetContext,SparkDataSetContext_RBL4_7e6fcfeeTest,PASS,ok,118.703,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\191_81384608_7e6fcfee,sandbox readiness passed,20260724_022225_resume240,191
263,6944525:d2/src/main/java/com/linkedin/d2/backuprequests/trackingbackuprequestsstrategy.java,6944525,6944525,d2,gradle:d2,Gradle,TrackingBackupRequestsStrategy,TrackingBackupRequestsStrategy_RBL4_f80fcb7aTest,PASS,ok,122.006,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\158_6944525_f80fcb7a,sandbox readiness passed,20260724_022225_resume240,158
264,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,3713233,3713233,core,maven:core,Maven,PrimitiveTypeUtil,PrimitiveTypeUtil_RBL4_0aa8a201Test,PASS,ok,1.854,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\006_3713233_0aa8a201,sandbox readiness passed,20260724_022225_resume240,6
265,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/abstractjdbcdatasetprovider.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,AbstractJdbcDataSetProvider,AbstractJdbcDataSetProvider_RBL4Test_afd5506e,PASS,ok,45.114,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\047_81384608_AbstractJdbcDataSetProvider_afd5506e,sandbox readiness passed,pilot60_resume_20260724_083102,47
266,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/betterfixedchannelpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,BetterFixedChannelPool,BetterFixedChannelPool_RBL4_4477633fTest,PASS,ok,160.521,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\206_95247959_4477633f,sandbox readiness passed,20260724_022225_resume240,206
267,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/stateupdater.java,6944525,6944525,d2,gradle:d2,Gradle,StateUpdater,StateUpdater_RBL4_c1262f90Test,PASS,ok,122.449,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\159_6944525_c1262f90,sandbox readiness passed,20260724_022225_resume240,159
268,6293402:server/src/main/java/com/vaadin/data/provider/datacommunicator.java,6293402,6293402,server,maven:server,Maven,DataCommunicator,DataCommunicator_RBL4_9bb6c751Test,PASS,ok,15.077,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\125_6293402_9bb6c751,sandbox readiness passed,20260724_022225_resume240,125
269,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/security/siteadminimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,SiteAdminImpl,SiteAdminImpl_RBL4_17e4fcfbTest,PASS,ok,54.566,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\013_3847504_17e4fcfb,sandbox readiness passed,20260724_022225_resume240,13
270,85795396:core/src/main/java/org/apache/calcite/avatica/connectionpropertiesimpl.java,85795396,85795396,core,gradle:core,Gradle,ConnectionPropertiesImpl,ConnectionPropertiesImpl_RBL4_5c0f04f0Test,PASS,ok,64.757,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\198_85795396_5c0f04f0,sandbox readiness passed,20260724_022225_resume240,198
271,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/mc.java,46396068,46396068,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,MC,MC_RBL4Test_d7f89729,PASS,ok,48.609,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\017_46396068_MC_d7f89729,sandbox readiness passed,pilot60_resume_20260724_083102,17
272,46396068:hbase0.98/hbase-snapshot-0.98/src/main/java/com/kakao/hbase/snapshot/snapshot.java,46396068,46396068,hbase0.98/hbase-snapshot-0.98,maven:hbase0.98/hbase-snapshot-0.98,Maven,Snapshot,Snapshot_RBL4_46effb3eTest,PASS,ok,26.757,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\071_46396068_46effb3e,sandbox readiness passed,20260724_022225_resume240,71
273,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttprequest.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecAsyncHttpRequest,ParsecAsyncHttpRequest_RBL4_4328525aTest,PASS,ok,14.739,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\167_74999474_4328525a,sandbox readiness passed,20260724_022225_resume240,167
274,6293402:server/src/main/java/com/vaadin/server/communication/metadatawriter.java,6293402,6293402,server,maven:server,Maven,MetadataWriter,MetadataWriter_RBL4_7f52707cTest,PASS,ok,15.162,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\126_6293402_7f52707c,sandbox readiness passed,20260724_022225_resume240,126
275,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/exception/simpledbexceptiontranslator.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbExceptionTranslator,SimpleDbExceptionTranslator_RBL4_9f019880Test,PASS,ok,0.282,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\213_9619226_9f019880,sandbox readiness passed,20260724_022225_resume240,213
276,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/parttreeconverter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,PartTreeConverter,PartTreeConverter_RBL4_0742ac9cTest,PASS,ok,0.295,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\214_9619226_0742ac9c,sandbox readiness passed,20260724_022225_resume240,214
277,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/actionmetadata.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ActionMetaData,ActionMetaData_RBL4_8bc4b0feTest,PASS,ok,41.628,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\239_9884445_8bc4b0fe,sandbox readiness passed,20260724_022225_resume240,239
278,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/playerdetails.java,64487983,64487983,hexagonal,maven:hexagonal,Maven,PlayerDetails,PlayerDetails_RBL4_77b9df0eTest,PASS,ok,3.931,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\143_64487983_77b9df0e,sandbox readiness passed,20260724_022225_resume240,143
279,3713233:core/src/main/java/org/junithelper/core/extractor/constructormetaextractor.java,3713233,3713233,core,maven:core,Maven,ConstructorMetaExtractor,ConstructorMetaExtractor_RBL4Test_aefe9473,PASS,ok,6.664,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\001_3713233_ConstructorMetaExtractor_aefe9473,sandbox readiness passed,pilot60_resume_20260724_083102,1
280,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourceurn.java,45997449,45997449,WebRex,maven:WebRex,Maven,ResourceUrn,ResourceUrn_RBL4_ef2a07abTest,PASS,ok,0.441,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\063_45997449_ef2a07ab,sandbox readiness passed,20260724_022225_resume240,63
281,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/attributeutil/simpledbattributeconverter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDBAttributeConverter,SimpleDBAttributeConverter_RBL4_3b9a0f18Test,PASS,ok,0.299,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\215_9619226_3b9a0f18,sandbox readiness passed,20260724_022225_resume240,215
282,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httprequest.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,HTTPRequest,HTTPRequest_RBL4_a04d55a6Test,PASS,ok,0.264,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\103_558963_a04d55a6,sandbox readiness passed,20260724_022225_resume240,103
283,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/proxyconfiguration.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,ProxyConfiguration,ProxyConfiguration_RBL4_51b0240dTest,PASS,ok,166.232,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\207_95247959_51b0240d,sandbox readiness passed,20260724_022225_resume240,207
284,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rourouteparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,RouRouteParser,RouRouteParser_RBL4_4b2ecd0dTest,PASS,ok,20.207,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\133_6437134_4b2ecd0d,sandbox readiness passed,20260724_022225_resume240,133
285,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/jsapi/jsapis.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,JsAPIs,JsAPIs_RBL4_b72d8019Test,PASS,ok,33.55,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\046_43105609_b72d8019,sandbox readiness passed,20260724_022225_resume240,46
286,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/streamfilesp.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,StreamFilesP,StreamFilesP_RBL4_cc4c3bc7Test,PASS,ok,4.895,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\086_48046454_cc4c3bc7,sandbox readiness passed,20260724_022225_resume240,86
287,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/astyanaxeventreaderdao.java,66303306,66303306,event,maven:event,Maven,AstyanaxEventReaderDAO,AstyanaxEventReaderDAO_RBL4_e916fda0Test,PASS,ok,21.093,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\151_66303306_e916fda0,sandbox readiness passed,20260724_022225_resume240,151
288,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/config/jobconfig.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,JobConfig,JobConfig_RBL4_3a062b6cTest,PASS,ok,4.853,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\087_48046454_3a062b6c,sandbox readiness passed,20260724_022225_resume240,87
289,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberinterval.java,98410891,98410891,core-interface,maven:core-interface,Maven,NumberInterval,NumberInterval_RBL4Test_e3efc426,PASS,ok,9.054,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\057_98410891_NumberInterval_e3efc426,sandbox readiness passed,pilot60_resume_20260724_083102,57
290,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,PageImpl,PageImpl_RBL4Test_f985aed1,PASS,ok,122.205,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\003_3847504_PageImpl_f985aed1,sandbox readiness passed,pilot60_resume_20260724_083102,3
291,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/simplerouteparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,SimpleRouteParser,SimpleRouteParser_RBL4_3ed00afbTest,PASS,ok,18.247,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\134_6437134_3ed00afb,sandbox readiness passed,20260724_022225_resume240,134
292,78444970:examples/graph/src/main/java/graph/algorithm/path/floydwarshall.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,FloydWarshall,FloydWarshall_RBL4_592f2b06Test,PASS,ok,2.636,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\183_78444970_592f2b06,sandbox readiness passed,20260724_022225_resume240,183
293,6293402:server/src/main/java/com/vaadin/server/communication/serverrpchandler.java,6293402,6293402,server,maven:server,Maven,ServerRpcHandler,ServerRpcHandler_RBL4_1a82f048Test,PASS,ok,15.059,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\127_6293402_1a82f048,sandbox readiness passed,20260724_022225_resume240,127
294,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpxmlmessages.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,MpXmlMessages,MpXmlMessages_RBL4_368a2ac2Test,PASS,ok,33.83,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\047_43105609_368a2ac2,sandbox readiness passed,20260724_022225_resume240,47
295,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageletrendererimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,PageletRendererImpl,PageletRendererImpl_RBL4_a6858dc4Test,PASS,ok,58.489,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\014_3847504_a6858dc4,sandbox readiness passed,20260724_022225_resume240,14
296,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/weburlimpl.java,3847504,3847504,modules/weblounge-common,maven:modules/weblounge-common,Maven,WebUrlImpl,WebUrlImpl_RBL4_0a423268Test,PASS,ok,60.05,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\015_3847504_0a423268,sandbox readiness passed,20260724_022225_resume240,15
297,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rt3routeparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,Rt3RouteParser,Rt3RouteParser_RBL4_b2fce36cTest,PASS,ok,25.268,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\135_6437134_b2fce36c,sandbox readiness passed,20260724_022225_resume240,135
298,85795396:core/src/main/java/org/apache/calcite/avatica/querystate.java,85795396,85795396,core,gradle:core,Gradle,QueryState,QueryState_RBL4_22b34a0aTest,PASS,ok,63.364,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\199_85795396_22b34a0a,sandbox readiness passed,20260724_022225_resume240,199
299,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,3713233,3713233,core,maven:core,Maven,TrimInsideOfBraceFilter,TrimInsideOfBraceFilter_RBL4_4b7d40a8Test,PASS,ok,1.915,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\007_3713233_4b7d40a8,sandbox readiness passed,20260724_022225_resume240,7
