sample_id,repository,class_fqn,class_path,project_root,selection_seed,selection_role,backup_rank,selected_for_pilot,replacement_candidate_for,notes
S255,74581177,VelocityTemplateLocator,core/src/main/java/com/bbva/kltt/apirest/core/generator/velocity/VelocityTemplateLocator.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=VelocityTemplateLocatorTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/generator/velocity/VelocityTemplateLocatorTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_20.json
S256,74581177,GlobalAntExecutor,core/src/main/java/com/bbva/kltt/apirest/core/ant/GlobalAntExecutor.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=GlobalAntExecutorTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/ant/GlobalAntExecutorTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_25.json
S257,74581177,Launcher,generator.server.jaxrs/src/main/java/com/bbva/kltt/apirest/generator/server/jaxrs/launcher/Launcher.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=LauncherTest;test_path=generator.server.jaxrs/src/test/java/com/bbva/kltt/apirest/generator/server/jaxrs/launcher/LauncherTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_2.json
S258,74581177,PathOpPost,core/src/main/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpPost.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=PathOpPostTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpPostTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_34.json
S259,74581177,AbstractAntExecutor,core/src/main/java/com/bbva/kltt/apirest/core/ant/AbstractAntExecutor.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=AbstractAntExecutorTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/ant/AbstractAntExecutorTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_24.json
S260,74581177,OutputLanguageBase,core/src/main/java/com/bbva/kltt/apirest/core/generator/output/language/OutputLanguageBase.java,repos/74581177,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=OutputLanguageBaseTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/generator/output/language/OutputLanguageBaseTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_23.json
S261,74581177,PathOpPatch,core/src/main/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpPatch.java,repos/74581177,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=PathOpPatchTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpPatchTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_33.json
S262,74581177,PathOpHead,core/src/main/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpHead.java,repos/74581177,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=PathOpHeadTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpHeadTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_38.json
S263,74581177,PathOpDelete,core/src/main/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpDelete.java,repos/74581177,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=PathOpDeleteTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/parsed_info/paths/PathOpDeleteTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_37.json
S264,74581177,ParameterFormData,core/src/main/java/com/bbva/kltt/apirest/core/parsed_info/parameters/ParameterFormData.java,repos/74581177,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/BBVA-CIB/APIRestGenerator;test_class=ParameterFormDataTest;test_path=core/src/test/java/com/bbva/kltt/apirest/core/parsed_info/parameters/ParameterFormDataTest.java;dataset_json=raw/classes2test/dataset/74581177/74581177_51.json
S265,74616657,HBaseSailConfig,sail/src/main/java/com/msd/gin/halyard/sail/HBaseSailConfig.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HBaseSailConfigTest;test_path=sail/src/test/java/com/msd/gin/halyard/sail/HBaseSailConfigTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_82.json
S266,74616657,HBaseRepositoryManager,sail/src/main/java/com/msd/gin/halyard/sail/HBaseRepositoryManager.java,repos/74616657,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HBaseRepositoryManagerTest;test_path=sail/src/test/java/com/msd/gin/halyard/sail/HBaseRepositoryManagerTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_100.json
S267,74616657,HalyardBulkExport,tools/src/main/java/com/msd/gin/halyard/tools/HalyardBulkExport.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardBulkExportTest;test_path=tools/src/test/java/com/msd/gin/halyard/tools/HalyardBulkExportTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_63.json
S268,74616657,HalyardTableUtils,common/src/main/java/com/msd/gin/halyard/common/HalyardTableUtils.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardTableUtilsTest;test_path=common/src/test/java/com/msd/gin/halyard/common/HalyardTableUtilsTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_108.json
S269,74616657,HalyardFilterOptimizer,strategy/src/main/java/com/msd/gin/halyard/optimizers/HalyardFilterOptimizer.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardFilterOptimizerTest;test_path=strategy/src/test/java/com/msd/gin/halyard/optimizers/HalyardFilterOptimizerTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_3.json
S270,74616657,HalyardStats,tools/src/main/java/com/msd/gin/halyard/tools/HalyardStats.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardStatsTest;test_path=tools/src/test/java/com/msd/gin/halyard/tools/HalyardStatsTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_57.json
S271,74616657,ParallelSplitFunction,tools/src/main/java/com/msd/gin/halyard/tools/ParallelSplitFunction.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=ParallelSplitFunctionTest;test_path=tools/src/test/java/com/msd/gin/halyard/tools/ParallelSplitFunctionTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_31.json
S272,74616657,NDJSONLDParser,rio/src/main/java/com/msd/gin/halyard/rio/NDJSONLDParser.java,repos/74616657,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=NDJSONLDParserTest;test_path=rio/src/test/java/com/msd/gin/halyard/rio/NDJSONLDParserTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_106.json
S273,74616657,JSONParser,rio/src/main/java/com/msd/gin/halyard/rio/JSONParser.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=JSONParserTest;test_path=rio/src/test/java/com/msd/gin/halyard/rio/JSONParserTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_101.json
S274,74616657,HalyardPreSplit,tools/src/main/java/com/msd/gin/halyard/tools/HalyardPreSplit.java,repos/74616657,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardPreSplitTest;test_path=tools/src/test/java/com/msd/gin/halyard/tools/HalyardPreSplitTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_10.json
S275,74616657,HalyardBulkDelete,tools/src/main/java/com/msd/gin/halyard/tools/HalyardBulkDelete.java,repos/74616657,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardBulkDeleteTest;test_path=tools/src/test/java/com/msd/gin/halyard/tools/HalyardBulkDeleteTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_72.json
S276,74616657,HalyardElasticIndexer,tools/src/main/java/com/msd/gin/halyard/tools/HalyardElasticIndexer.java,repos/74616657,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Merck/Halyard;test_class=HalyardElasticIndexerTest;test_path=tools/src/test/java/com/msd/gin/halyard/tools/HalyardElasticIndexerTest.java;dataset_json=raw/classes2test/dataset/74616657/74616657_49.json
S277,77385607,SolrIndex,janusgraph-solr/src/main/java/org/janusgraph/diskstorage/solr/SolrIndex.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=SolrIndexTest;test_path=janusgraph-solr/src/test/java/org/janusgraph/diskstorage/solr/SolrIndexTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_84.json
S278,77385607,RestClientSetup,janusgraph-es/src/main/java/org/janusgraph/diskstorage/es/rest/RestClientSetup.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=RestClientSetupTest;test_path=janusgraph-es/src/test/java/org/janusgraph/diskstorage/es/rest/RestClientSetupTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_17.json
S279,77385607,TinkerPopTextWrappingPredicate,janusgraph-driver/src/main/java/org/janusgraph/core/attribute/TinkerPopTextWrappingPredicate.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=TinkerPopTextWrappingPredicateTest;test_path=janusgraph-driver/src/test/java/org/janusgraph/core/attribute/TinkerPopTextWrappingPredicateTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_1.json
S280,77385607,HMACAuthenticator,janusgraph-server/src/main/java/org/janusgraph/graphdb/tinkerpop/gremlin/server/auth/HMACAuthenticator.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=HMACAuthenticatorTest;test_path=janusgraph-server/src/test/java/org/janusgraph/graphdb/tinkerpop/gremlin/server/auth/HMACAuthenticatorTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_55.json
S281,77385607,LongEncoding,janusgraph-driver/src/main/java/org/janusgraph/util/encoding/LongEncoding.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=LongEncodingTest;test_path=janusgraph-driver/src/test/java/org/janusgraph/util/encoding/LongEncodingTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_0.json
S282,77385607,GeoToWktConverter,janusgraph-solr/src/main/java/org/janusgraph/diskstorage/solr/transform/GeoToWktConverter.java,repos/77385607,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=GeoToWktConverterTest;test_path=janusgraph-solr/src/test/java/org/janusgraph/diskstorage/solr/transform/GeoToWktConverterTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_87.json
S283,77385607,GraphApp,janusgraph-examples/example-common/src/main/java/org/janusgraph/example/GraphApp.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=GraphAppTest;test_path=janusgraph-examples/example-common/src/test/java/org/janusgraph/example/GraphAppTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_78.json
S284,77385607,JanusGraphAbstractAuthenticator,janusgraph-server/src/main/java/org/janusgraph/graphdb/tinkerpop/gremlin/server/auth/JanusGraphAbstractAuthenticator.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=JanusGraphAbstractAuthenticatorTest;test_path=janusgraph-server/src/test/java/org/janusgraph/graphdb/tinkerpop/gremlin/server/auth/JanusGraphAbstractAuthenticatorTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_61.json
S285,77385607,JanusGraphApp,janusgraph-examples/example-common/src/main/java/org/janusgraph/example/JanusGraphApp.java,repos/77385607,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=JanusGraphAppTest;test_path=janusgraph-examples/example-common/src/test/java/org/janusgraph/example/JanusGraphAppTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_77.json
S286,77385607,ElasticSearchIndex,janusgraph-es/src/main/java/org/janusgraph/diskstorage/es/ElasticSearchIndex.java,repos/77385607,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=ElasticsearchIndexTest;test_path=janusgraph-es/src/test/java/org/janusgraph/diskstorage/es/ElasticsearchIndexTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_35.json
S287,77385607,HttpHMACAuthenticationHandler,janusgraph-server/src/main/java/org/janusgraph/graphdb/tinkerpop/gremlin/server/handler/HttpHMACAuthenticationHandler.java,repos/77385607,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=HttpHMACAuthenticationHandlerTest;test_path=janusgraph-server/src/test/java/org/janusgraph/graphdb/tinkerpop/gremlin/server/handler/HttpHMACAuthenticationHandlerTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_45.json
S288,77385607,BufferPage,janusgraph-inmemory/src/main/java/org/janusgraph/diskstorage/inmemory/BufferPage.java,repos/77385607,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/JanusGraph/janusgraph;test_class=BufferPageTest;test_path=janusgraph-inmemory/src/test/java/org/janusgraph/diskstorage/inmemory/BufferPageTest.java;dataset_json=raw/classes2test/dataset/77385607/77385607_43.json
S289,84750226,TodayIpos,iextrading4j-api/src/main/java/pl/zankowski/iextrading4j/api/stocks/TodayIpos.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=TodayIposTest;test_path=iextrading4j-api/src/test/java/pl/zankowski/iextrading4j/api/stocks/TodayIposTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_7.json
S290,84750226,HackyLocalDateTimeDeserializer,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/mapper/HackyLocalDateTimeDeserializer.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=HackyLocalDateTimeDeserializerTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/mapper/HackyLocalDateTimeDeserializerTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_141.json
S291,84750226,OptionsSymbolsRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/request/refdata/v1/OptionsSymbolsRequestBuilder.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=OptionsSymbolsRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/refdata/v1/OptionsSymbolsRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_99.json
S292,84750226,RestClientMetadata,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/manager/RestClientMetadata.java,repos/84750226,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=RestClientMetadataTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/manager/RestClientMetadataTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_14.json
S293,84750226,CryptoBookRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/request/alternative/CryptoBookRequestBuilder.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=CryptoBookRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/alternative/CryptoBookRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_84.json
S294,84750226,SentimentSseRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/sse/request/alternative/SentimentSseRequestBuilder.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=SentimentSseRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/sse/request/alternative/SentimentSseRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_163.json
S295,84750226,DeepSseRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/sse/request/marketdata/DeepSseRequestBuilder.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=DeepSseRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/sse/request/marketdata/DeepSseRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_156.json
S296,84750226,SystemEventRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/request/marketdata/SystemEventRequestBuilder.java,repos/84750226,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=SystemEventRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/marketdata/SystemEventRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_65.json
S297,84750226,RecommendationTrendsRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/request/stocks/v1/RecommendationTrendsRequestBuilder.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=RecommendationTrendsRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/v1/RecommendationTrendsRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_54.json
S298,84750226,InsiderRosterRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/request/stocks/v1/InsiderRosterRequestBuilder.java,repos/84750226,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=InsiderRosterRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/v1/InsiderRosterRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_60.json
S299,84750226,OhlcRequestBuilder,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/rest/request/stocks/OhlcRequestBuilder.java,repos/84750226,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=OhlcRequestBuilderTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/rest/request/stocks/OhlcRequestBuilderTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_40.json
S300,84750226,HackyLocalDateDeserializer,iextrading4j-client/src/main/java/pl/zankowski/iextrading4j/client/mapper/HackyLocalDateDeserializer.java,repos/84750226,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/WojciechZankowski/iextrading4j;test_class=HackyLocalDateDeserializerTest;test_path=iextrading4j-client/src/test/java/pl/zankowski/iextrading4j/client/mapper/HackyLocalDateDeserializerTest.java;dataset_json=raw/classes2test/dataset/84750226/84750226_133.json
S301,90043355,Almost,core/src/main/java/edu/mines/jtk/util/Almost.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=AlmostTest;test_path=core/src/test/java/edu/mines/jtk/util/AlmostTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_41.json
S302,90043355,ColorMap,core/src/main/java/edu/mines/jtk/awt/ColorMap.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=ColorMapTest;test_path=core/src/test/java/edu/mines/jtk/awt/ColorMapTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_108.json
S303,90043355,DMatrixQrd,core/src/main/java/edu/mines/jtk/lapack/DMatrixQrd.java,repos/90043355,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=DMatrixQrdTest;test_path=core/src/test/java/edu/mines/jtk/lapack/DMatrixQrdTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_98.json
S304,90043355,LocalOrientFilter,core/src/main/java/edu/mines/jtk/dsp/LocalOrientFilter.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=LocalOrientFilterTest;test_path=core/src/test/java/edu/mines/jtk/dsp/LocalOrientFilterTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_124.json
S305,90043355,ScalarSolver,core/src/main/java/edu/mines/jtk/opt/ScalarSolver.java,repos/90043355,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=ScalarSolverTest;test_path=core/src/test/java/edu/mines/jtk/opt/ScalarSolverTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_86.json
S306,90043355,TridiagonalFMatrix,core/src/main/java/edu/mines/jtk/la/TridiagonalFMatrix.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=TridiagonalFMatrixTest;test_path=core/src/test/java/edu/mines/jtk/la/TridiagonalFMatrixTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_106.json
S307,90043355,UnitSphereSampling,core/src/main/java/edu/mines/jtk/util/UnitSphereSampling.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=UnitSphereSamplingTest;test_path=core/src/test/java/edu/mines/jtk/util/UnitSphereSamplingTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_52.json
S308,90043355,Localize,core/src/main/java/edu/mines/jtk/util/Localize.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=LocalizeTest;test_path=core/src/test/java/edu/mines/jtk/util/LocalizeTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_38.json
S309,90043355,Projector,core/src/main/java/edu/mines/jtk/mosaic/Projector.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=ProjectorTest;test_path=core/src/test/java/edu/mines/jtk/mosaic/ProjectorTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_142.json
S310,90043355,RecursiveGaussianFilter,core/src/main/java/edu/mines/jtk/dsp/RecursiveGaussianFilter.java,repos/90043355,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=RecursiveGaussianFilterTest;test_path=core/src/test/java/edu/mines/jtk/dsp/RecursiveGaussianFilterTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_129.json
S311,90043355,DMatrixChd,core/src/main/java/edu/mines/jtk/lapack/DMatrixChd.java,repos/90043355,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=DMatrixChdTest;test_path=core/src/test/java/edu/mines/jtk/lapack/DMatrixChdTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_96.json
S312,90043355,Eigen,core/src/main/java/edu/mines/jtk/dsp/Eigen.java,repos/90043355,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/MinesJTK/jtk;test_class=EigenTest;test_path=core/src/test/java/edu/mines/jtk/dsp/EigenTest.java;dataset_json=raw/classes2test/dataset/90043355/90043355_121.json
S313,9248683,SymbolicLookup,seeking-core/src/main/java/com/eharmony/matching/seeking/query/criterion/SymbolicLookup.java,repos/9248683,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eHarmony/seeking;test_class=SymbolicLookupTest;test_path=seeking-core/src/test/java/com/eharmony/matching/seeking/query/criterion/SymbolicLookupTest.java;dataset_json=raw/classes2test/dataset/9248683/9248683_42.json
S314,9248683,SimpleHibernateEntityResolver,seeking-hibernate/src/main/java/com/eharmony/matching/seeking/translator/hibernate/SimpleHibernateEntityResolver.java,repos/9248683,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eHarmony/seeking;test_class=SimpleHibernateEntityResolverTest;test_path=seeking-hibernate/src/test/java/com/eharmony/matching/seeking/translator/hibernate/SimpleHibernateEntityResolverTest.java;dataset_json=raw/classes2test/dataset/9248683/9248683_170.json
S315,9248683,ContainsExpressionNonHandler,seeking-hibernate/src/main/java/com/eharmony/matching/seeking/handler/hibernate/ContainsExpressionNonHandler.java,repos/9248683,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eHarmony/seeking;test_class=ContainsExpressionNonHandlerTest;test_path=seeking-hibernate/src/test/java/com/eharmony/matching/seeking/handler/hibernate/ContainsExpressionNonHandlerTest.java;dataset_json=raw/classes2test/dataset/9248683/9248683_138.json
S316,9248683,SimplePropertyResolver,seeking-core/src/main/java/com/eharmony/matching/seeking/translator/SimplePropertyResolver.java,repos/9248683,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eHarmony/seeking;test_class=SimplePropertyResolverTest;test_path=seeking-core/src/test/java/com/eharmony/matching/seeking/translator/SimplePropertyResolverTest.java;dataset_json=raw/classes2test/dataset/9248683/9248683_62.json
S317,9248683,SimpleBoxMaker,seeking-core/src/main/java/com/eharmony/matching/seeking/query/geometry/SimpleBoxMaker.java,repos/9248683,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eHarmony/seeking;test_class=SimpleBoxMakerTest;test_path=seeking-core/src/test/java/com/eharmony/matching/seeking/query/geometry/SimpleBoxMakerTest.java;dataset_json=raw/classes2test/dataset/9248683/9248683_0.json
S318,9248683,SimpleEntityResolver,seeking-core/src/main/java/com/eharmony/matching/seeking/translator/SimpleEntityResolver.java,repos/9248683,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eHarmony/seeking;test_class=SimpleEntityResolverTest;test_path=seeking-core/src/test/java/com/eharmony/matching/seeking/translator/SimpleEntityResolverTest.java;dataset_json=raw/classes2test/dataset/9248683/9248683_61.json
