﻿id,authors,title,year,source,publisher,articleurl,citesurl,abstract,fulltexturl,relatedurl,String Search,v1_decision,v1_reason,v2_decision,v2_reason
30,"R Yang, X Xu, R Wang",TestLoter: A logic-driven framework for automated unit test generation and error repair using large language models,2025,Journal of Computer Languages,Elsevier,https://www.sciencedirect.com/science/article/pii/S2590118425000346,"https://scholar.google.com/scholar?cites=7052704221971622998&as_sdt=2005&sciodt=0,5&hl=en"," Automated unit test generation is a critical technique for  consistency, while large language model based approaches face two  Our approach outperforms both LLM-based methods and ",,"https://scholar.google.com/scholar?q=related:ViyEgB894GEJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,"Không c full-text để xác minh IC-I (sử dụng GPT-4), IC-E (số liệu coverage), và khả năng EC-O do tiu d? bao g?mà 'error repair' (program repair).",Include,"Đọc full-text, xác nhận đủ IC"
31,"MR Arya Devi, P Abdul Jabbar",Automated Test Case Generation Using Natural Language Processing,2025,International Conference on Information ,Springer,https://link.springer.com/chapter/10.1007/978-981-96-8901-9_12,," for automated test case generation, including large language models like ChatGPT, OpenAI  techniques for scientific softwarea case study of a python project for material science ",,"https://scholar.google.com/scholar?q=related:yHXkMlGTmTMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Không xác nhận sử dụng GPT-4 ho?c GPT-4o, ch? đề cập chung chung 'ChatGPT, OpenAI'. IC-E: Không c số liệu thực nghiệm và? Branch Coverage ho?c Mutation Score. EC-S: S? trang 0 nghi ngờ bi ngắn dưới 4 trang.",,
32,"R Yang, X Xu, R Wang",LLM-enhanced evolutionary test generation for untyped languages,2025,Automated Software Engineering,Springer,https://link.springer.com/article/10.1007/s10515-025-00496-7,"https://scholar.google.com/scholar?cites=5209764566405071124&as_sdt=2005&sciodt=0,5&hl=en"," models to enhance test case generation for dynamic programming  Python using LLM, narrowing the search space for evolutionary algorithms and improving test case generation ",,"https://scholar.google.com/scholar?q=related:FMH9R0XNTEgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,"IC-I, IC-E: Abstract không đề cập đến việc sử dụng GPT-4/GPT-4o và không c số liệu cụ thể và? Branch Coverage ho?c Mutation Score. C?n full-text để xác minh.",Include,"Đọc full-text, xác nhận đủ IC"
33,"D Gorla, S Kumar, PNR Lorenzini",CubeTesterAI: Automated JUnit Test Generation Using the LLaMA Model,2025,2025 IEEE Conference ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10988978/,"https://scholar.google.com/scholar?cites=9453510492789773650&as_sdt=2005&sciodt=0,5&hl=en"," Finally, we evaluated CUBETESTERAI against the tools reported in [14], a study that investigates ChatGPTs unit test generation capabilities on a dataset of 33 Java programs taken ",https://arxiv.org/pdf/2504.15286,"https://scholar.google.com/scholar?q=related:UpUp07SdMYMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Bi bo sử dụng mà hnh LLaMA, không sử dụng GPT-4 ho?c GPT-4o theo yêu cầu bắt buộc.",,
34,"MR Hosseini, NK Janjua, A Mohsin",Generating Test Cases with Large Language Model: Frameworks and Challenges,2025, Conference on E ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11299332/,, trends and future directions in LLM-based test case generation. Index TermsSoftware  test case generation for Java programs. TestSpark leverages both SBT (EvoSuite) and LLM-,,"https://scholar.google.com/scholar?q=related:9i68UUhxzY8J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-N: Bi bo c và? là đúng kh?o st (trends and future directions), không c thực nghiệm. IC-E: Không c số liệu thực nghiệm và? Branch Coverage hay Mutation Score.",,
35,"H Chen, K Chen, F Zhang, T Wang, Là Cheng",AgentTester: An LLM-Based Tool for Unit Test Generation with Automatically Generated Prompts,2025,International Conference on ,Springer,https://link.springer.com/chapter/10.1007/978-981-95-0011-6_10,"https://scholar.google.com/scholar?cites=12165461723484021830&as_sdt=2005&sciodt=0,5&hl=en"," to locate all Java files using JavaParser (a tool for parsing Java source  LLM in generating accurate test cases, excessive information may exceed the maximum token limit that the LLM ",,"https://scholar.google.com/scholar?q=related:RmTgbPtm1KgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Abstract không đề cập sử dụng GPT-4 ho?c GPT-4o, không c bằng chứng và? mà hnh cụ thể; IC-E: Không c số liệu thực nghiệm và? Branch Coverage ho?c Mutation Score.",,
36,"S Alagarsamy, C Tantithamthavorn",Enhancing large language models for text-to-testcase generation,2025,Journal of Systems and ,Elsevier,https://www.sciencedirect.com/science/article/pii/S0164121225001992,"https://scholar.google.com/scholar?cites=594880248104960044&as_sdt=2005&sciodt=0,5&hl=en"," Although various methods for automated test case generation have been proposed, they  a text-to-testcase generation approach based on a large language model (GPT-3.5) that is fine-",https://arxiv.org/pdf/2402.11910,"https://scholar.google.com/scholar?q=related:LEAxEG9wQQgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Bi bo sử dụng GPT-3.5, không c kết quả ring cho GPT-4 như yêu cầu.",,
37,"C Ni, X Wang, X Yin, Là Chen","A Cascaded Pipeline for Self-Directed, Model-Agnostic Unit Test Generation via LLMs",2025,2025 IEEE 36th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11229491/,"https://scholar.google.com/scholar?cites=7799579167122505184&as_sdt=2005&sciodt=0,5&hl=en", LLM-agnostic unit test generation framework can achieve better results over existing unit test generation  Implementation Details We implemented CasModaTest in Python by wrapping ,https://vinci-grape.github.io/papers/A_Cascaded_Pipeline_for_Self_Directed__Model_Agnostic_Unit_Test_Generation_via_LLMs.pdf,"https://scholar.google.com/scholar?q=related:4L3fte2rPWwJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,Không d? thông tin để xác minh IC-I (sử dụng GPT-4/GPT-4o) và IC-E (số liệu cụ thể và? Branch Coverage ho?c Mutation Score) t? đoạn trích. C?n xem toàn văn.,Include,"Đọc full-text, xác nhận đủ IC"
38,"G Antal, D Bn, Mà Isztin, R Ferenc",Leveraging GPT-4 for vulnerability-witnessing unit test generation,2025,Proceedings of the 29th ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3756681.3757075,"https://scholar.google.com/scholar?cites=10425241990739887145&as_sdt=2005&sciodt=0,5&hl=en"," unit test generation capability of one of the most widely used large language models, GPT-4 and their corresponding fixes to determine whether GPT-4 can generate syntactically and/or ",https://dl.acm.org/doi/pdf/10.1145/3756681.3757075,"https://scholar.google.com/scholar?q=related:KYSJ81rmrZAJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
39,"A Bandi, HST Nukala, B Tatavarthi",Automated Test Case Generation for Software Testing Using Generative AI,2025, on Computers and Their ,Springer,https://link.springer.com/chapter/10.1007/978-3-031-92178-0_7,"https://scholar.google.com/scholar?cites=16946561858661501059&as_sdt=2005&sciodt=0,5&hl=en"," of these AI-driven tools for test case generation, evaluating their  ChatGPT and Gemini, for automating test case generation in  The source code was written in Java for a total of 30 ",https://www.researchgate.net/profile/Ajay-Bandi-2/publication/393045832_Automated_Test_Case_Generation_for_Software_Testing_Using_Generative_AI/links/685eabb9b991270ef3ffb9fc/Automated-Test-Case-Generation-for-Software-Testing-Using-Generative-AI.pdf,"https://scholar.google.com/scholar?q=related:g8izRTlILusJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
40,"ST Nguyen, S Bharath",An Evaluation Framework for Software Unit Tests Generated by Large Language Models,2025,2025 IEEE 36th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11262355/,," LLM during unit test generation. To calculate this evaluation metric, we identify all distinct unit test failures, classify each failure as either an input program defect or an LLM- the 10 Java ",,"https://scholar.google.com/scholar?q=related:OnuSDd-mykIJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P: Bi bo tập trung vào khung dnh gi chất lượng test, không phải tr?ng tìm c?t li là sinh tự động unit test. IC-E: Tóm tắt không đề cập số liệu thực nghiệm và? Branch Coverage hay Mutation Score.",,
41,"Và Bala Mahalingam, H Parthasarathy", of Large Language Models for Test Case Generation: A Learning-Based Software Testing Suite for Benchmarking Generative AI in Automated Test Case Generation,2026,Proceedings of the ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3793928.3801117,, Our work sits at the intersection of automated test generation and LLM-based code  Test Functions: We selected three Python functions to serve as the subjects for test generation. The ,https://dl.acm.org/doi/full/10.1145/3793928.3801117,"https://scholar.google.com/scholar?q=related:HQGWiCY8444J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
42,"AD MR, A Jabbar",Automated Test Case Generation Using Machine Learning And Natural Language Processing,2025,2025 International Conference on Intelligent ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11264985/,"https://scholar.google.com/scholar?cites=5111765949207939142&as_sdt=2005&sciodt=0,5&hl=en"," The experiments utilize ChatGPT, a general-purpose LLM,  -world errors from different Java software development projects,  unit test generation that leverages a large language model [",,"https://scholar.google.com/scholar?q=related:Rgh6KQyk8EYJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-S: Page count 0, bi bo dưới 4 trang (c th? là extended abstract ho?c poster); IC-I: Không đề cập GPT-4, chỉ nói ChatGPT chung chung.",,
43,"J Zhang, X Hu, X Xia, SC Cheung, S Li",Automated Unit Test Generation via Chain-of-Thought Prompt and Reinforcement Learning from Coverage Feedback,2026,ACM Transactions on Software ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3745765,"https://scholar.google.com/scholar?cites=17561805616541415531&as_sdt=2005&sciodt=0,5&hl=en","  We propose TestCTRL, a novel LLM-based unit test generation approach that leverages the  reliability across diverse Java projects, highlighting its potential for advancing automated ",https://dl.acm.org/doi/pdf/10.1145/3745765,"https://scholar.google.com/scholar?q=related:azhpbCkRuPMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
44,"Mà Rodrguez, G Rossi, A Fernandez",Evaluating large language models for the generation of unit tests with equivalence partitions and boundary values,2025," on Cloud Computing, Big Data & ",Springer,https://link.springer.com/chapter/10.1007/978-3-032-06336-6_4,"https://scholar.google.com/scholar?cites=1519867342684236634&as_sdt=2005&sciodt=0,5&hl=en"," for prompt design, assigning the LLM the role of a Java developer with 25 years of testing  the use of general LLMs for automated unit test generation using the GPT-4 API. It evaluates its ",https://arxiv.org/pdf/2505.09830?,"https://scholar.google.com/scholar?q=related:WitpqkunFxUJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-E: Abstract không đề cập đến ch? s? Branch Coverage ho?c Mutation Score cụ thể, chỉ nói chung chung 'quantitative metrics'.",,
45,"H Zhu, H Zhang",Framework and Performance Evaluation of Test Case Generation for Large Language Models in Software Testing,2025,2025 4th International Conference on ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11232178/,," In the data preprocessing stage, we first divide each Python program into independent units  evaluate the performance of LLM in automated test case generation, this paper constructs a ",,"https://scholar.google.com/scholar?q=related:ECLqgoJQ3rgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,"Không c full-text để xác minh việc sử dụng GPT-4 (IC-I) và số liệu cụ thể và? Branch Coverage ho?c Mutation Score (IC-E). Venue không đầy đủ, không th? xác nhận uy tn (IC-T).",Include,"Đọc full-text, xác nhận đủ IC"
46,"X Yin, C Ni, X Xu, X Yang",What you see is what you get: Attention-based self-guided automatic unit test generation,2025,2025 IEEE/ACM 47th International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11029864/,"https://scholar.google.com/scholar?cites=16325077974560085731&as_sdt=2005&sciodt=0,5&hl=en"," In this section, we aim to stimulate the powerful capabilities of LLM to  you a Java defective method, please generate a Java unit  , we develop the generation pipeline in Python, utilizing ",https://arxiv.org/pdf/2412.00828,"https://scholar.google.com/scholar?q=related:4xY1hOxTjuIJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,IC-I: Không thấy đề cập đến GPT-4 ho?c GPT-4o trong đoạn trích; IC-E: Không thấy số liệu thực nghiệm cụ thể và? Branch Coverage ho?c Mutation Score.,Include,"Đọc full-text, xác nhận đủ IC"
